4.845157539956218562e-01 -3.261866754329711515e+00 -2.928067921630340908e+00 -2.921785513087010955e+00 -2.886574945547472737e+00
4.845157539956218562e-01 -3.261866754329711515e+00 -2.928067921630340908e+00 -2.921785513087010955e+00 -2.886574945547472737e+00
4.845218050390052156e-01 -3.261865435790360923e+00 -2.928065574009513394e+00 -2.921789689384027611e+00 -2.886579325081147118e+00
4.875203516088192357e-01 -3.261215531808426604e+00 -2.928053735595117946e+00 -2.922543471953934713e+00 -2.888452888179802613e+00
4.924000061600831146e-01 -3.260036037995087455e+00 -2.924675678542826063e+00 -2.923125897377843785e+00 -2.890747665276295564e+00
4.979723327896560248e-01 -3.258738349815418989e+00 -2.921012737242890456e+00 -2.923927023500864308e+00 -2.893362269452881108e+00
5.038090777267758558e-01 -3.257405052046241423e+00 -2.917160057572441012e+00 -2.917129519937077475e+00 -2.883917591613078812e+00
5.096382159363321840e-01 -3.256053287398462448e+00 -2.913412738535313018e+00 -2.911552695016448311e+00 -2.875782121777042732e+00
5.154626385999718785e-01 -3.254675544324943548e+00 -2.909665409028476812e+00 -2.905963561343309465e+00 -2.868172622086849088e+00
5.212815924378280119e-01 -3.253275700321443864e+00 -2.905907489380870512e+00 -2.900827630817516933e+00 -2.861133666374662710e+00
5.270949743130338705e-01 -3.251854126836483783e+00 -2.902141396616248592e+00 -2.896183298481371793e+00 -2.854640308250171898e+00
5.329027030968065404e-01 -3.250410809884384022e+00 -2.898367894861503036e+00 -2.891986608990517738e+00 -2.848652001627312913e+00
5.387046998270915710e-01 -3.248945725865345580e+00 -2.894587627439634048e+00 -2.888194528419237628e+00 -2.843130462892871080e+00
5.445008862716546050e-01 -3.247458854404020379e+00 -2.890801179691681266e+00 -2.884767991674216603e+00 -2.838040159554786612e+00
5.502911846205189583e-01 -3.245950178674018360e+00 -2.887009086211029363e+00 -2.881671672414768182e+00 -2.833348157133482204e+00
5.560755172782519962e-01 -3.244419685184020796e+00 -2.883211835307483373e+00 -2.878873639780287874e+00 -2.829023945086468927e+00
5.618538067063563179e-01 -3.242867363553886939e+00 -2.879409873005688514e+00 -2.876345039200693066e+00 -2.825039270903507926e+00
