-1.238500991352881053e-02 9.319160585922716322e-07 -1.042174298750907869e-04 1.254131131134705868e-03 1.197689740811469505e-03
-1.499108372387999988e-02 3.100459580457668547e-06 -2.395768298758433625e-04 1.254131131134705868e-03 1.197689740811469505e-03
-1.903701878005259474e-02 2.313899153081976469e-06 -3.207883556830553271e-07 1.062895907645078353e-03 1.947637643874955415e-03
-2.466247075716115900e-02 1.259923095802456170e-06 9.531403707621209816e-04 -9.668520118321310974e-03 -7.269996631357855676e-03
-3.050166710637700063e-02 -1.332814239713640521e-05 2.597608845764644465e-03 -2.960640412877779681e-02 -2.681372423495531621e-02
-3.630156144930407613e-02 -3.733816786707943626e-05 4.078505167635460699e-03 -2.960640412877779681e-02 -2.681372423495531621e-02
-4.204216734061613781e-02 -6.881915725830383811e-05 5.372800400170607213e-03 -5.004812340226294509e-02 -4.660131689911395370e-02
-4.773036891420373573e-02 -1.061501777439020130e-04 6.478125059706396453e-03 -9.079442769488821341e-02 -8.547537227328305676e-02
-5.146477487002829032e-02 -1.359160196718903419e-04 6.129716285771504881e-03 -9.386863665543643265e-02 -8.834758247492580097e-02
-5.548155523791481469e-02 -1.522870556525807162e-04 5.949568979552972287e-03 -9.386863665543643265e-02 -8.834758247492580097e-02
-6.092673897173847553e-02 -1.843573169784286500e-04 6.280174474819205134e-03 -1.072215750675020729e-01 -1.005148252956296062e-01
-6.652920279130178360e-02 -2.239981475860620703e-04 7.059502545527225441e-03 -1.271758499712660750e-01 -1.192307999937156637e-01
-7.208460766505500605e-02 -2.671395271570031673e-04 7.676552229315270447e-03 -1.472649381563506665e-01 -1.379788686307534817e-01
-7.759398316378010585e-02 -3.123456934555986133e-04 8.125350853768975590e-03 -1.672241381091481571e-01 -1.565632383124366811e-01
-8.305917191874540029e-02 -3.587084382742596663e-04 8.412274336849719092e-03 -1.870670969553849261e-01 -1.750342291515067927e-01
-8.848120185003666149e-02 -4.053532327035582524e-04 8.541208179026947567e-03 -2.067842035665563571e-01 -1.934213508895528122e-01
-9.386101859773904321e-02 -4.514426920830636337e-04 8.515719637004445439e-03 -2.263636475954768912e-01 -2.117538374509191357e-01
-9.919951442871771663e-02 -4.961765592321537230e-04 8.339179150810015900e-03 -2.457930901892844133e-01 -2.300623322471970766e-01
-1.044975281950408785e-01 -5.387893746816637547e-04 8.014764976292124143e-03 -2.650595661674586268e-01 -2.483789904777804480e-01
-1.097558468903500617e-01 -5.785482860764712323e-04 7.545471496897016364e-03 -2.841494062916005703e-01 -2.667376221141690706e-01
-1.149752071990789715e-01 -6.147510426553898233e-04 6.934117527424944055e-03 -2.841494062916005703e-01 -2.667376221141690706e-01
-1.201562969104492118e-01 -6.467241550969874417e-04 6.183354219679390411e-03 -3.217405352270255037e-01 -3.037253362115208688e-01
-1.252997562246413732e-01 -6.738212099709228221e-04 5.295672722566764634e-03 -3.402102882576478748e-01 -3.224319053829329818e-01
-1.284469527084300122e-01 -6.893821700574061934e-04 3.694629060400326723e-03 -3.408546616535517160e-01 -3.255716269733461843e-01
-1.320637195003961095e-01 -6.845788290838890301e-04 3.226114526965933975e-03 -3.412570413793183377e-01 -3.269710632273543638e-01
-1.370545075011307123e-01 -6.912570297489839012e-04 2.149514938165992747e-03 -3.550804660481574615e-01 -3.437567273100299303e-01
-1.421301469982504950e-01 -6.957653673145591843e-04 1.008026430410778173e-03 -3.729515637732490063e-01 -3.633108035216068288e-01
-1.471640050037743008e-01 -6.937385967683792377e-04 -2.774786132816173864e-04 -3.903846738361806956e-01 -3.830419343666946475e-01
-1.501878008910295936e-01 -6.902963850977958480e-04 -2.119797869977085684e-03 -3.899818936156620452e-01 -3.870093151721860636e-01
-1.534890873485188767e-01 -6.701696231084989077e-04 -2.641162842753676156e-03 -3.906830717461637903e-01 -3.916856092264495715e-01
-1.587065908271240722e-01 -6.594369562604955994e-04 -2.436485278395261224e-03 -4.275806396661785413e-01 -4.291002921537803161e-01
-1.648792526231113165e-01 -6.645939239138904872e-04 7.210813813580305934e-04 -5.114766100168495200e-01 -5.035090501772891969e-01
-1.716568034404517273e-01 -7.050526545587308506e-04 6.154481129673402065e-03 -6.350466645511119168e-01 -6.070483737406178193e-01
-1.767169417082440908e-01 -7.656838998652752519e-04 8.994563502667035290e-03 -7.196414298784610253e-01 -6.789082196813502890e-01
-1.817034121481639897e-01 -8.038181601011521512e-04 8.451588342782487620e-03 -7.538308559927244801e-01 -7.119632263373851799e-01
-1.875906200323606554e-01 -8.640887732076568076e-04 1.057672803604142037e-02 -8.478921871302347313e-01 -7.934388935961784739e-01
-1.941764989232972471e-01 -9.647755107864510772e-04 1.531138719945802223e-02 -9.821833650844205010e-01 -9.020081647812787651e-01
-2.012741817919830312e-01 -1.118684823475781485e-03 2.197535897063931237e-02 -1.144574144580410291e+00 -1.027736316827642327e+00
-2.067614226587132509e-01 -1.277721171000569499e-03 2.738745725730967057e-02 -1.270996423110016593e+00 -1.125795420827895299e+00
-2.122147899105966129e-01 -1.458570466693813114e-03 2.938342658458468690e-02 -1.355061165761945574e+00 -1.205222377680961188e+00
-2.185887037813170342e-01 -1.667812950874638864e-03 3.335952981961180092e-02 -1.483161788220787258e+00 -1.311367929107664310e+00
-2.256357935365313760e-01 -1.945846445796055660e-03 3.985890522335646530e-02 -1.628520032101267390e+00 -1.426157354642086261e+00
-2.332128621520753453e-01 -2.307269504284650309e-03 4.834625050347631653e-02 -1.777054188625680098e+00 -1.541131220439808658e+00
-2.383508806969345528e-01 -2.614889702772340771e-03 5.697104636699672903e-02 -1.868891246387608618e+00 -1.606521273946437844e+00
-2.430425167156196609e-01 -2.966966737940975388e-03 6.250567966061519598e-02 -1.940143725610369074e+00 -1.644683516536950663e+00
-2.492615729747297559e-01 -3.367496179791510877e-03 6.636363673960743448e-02 -2.033935242063826365e+00 -1.736248019307513601e+00
-2.563841214389188661e-01 -3.886636099127292049e-03 7.318494862565544379e-02 -2.129126932215449131e+00 -1.823757947684789826e+00
-2.641484385672215329e-01 -4.522868370095304430e-03 8.242823569278281970e-02 -2.216621473474308601e+00 -1.902456997381204218e+00
-2.699486790876201581e-01 -5.079846517365255512e-03 9.018304579325531201e-02 -2.269015168009008931e+00 -1.951131561548155702e+00
-2.757633937056760409e-01 -5.633575887789715048e-03 9.551054187744648094e-02 -2.307786257115704842e+00 -1.980882469111264754e+00
-2.826919069995457168e-01 -6.323350036720994452e-03 1.016508340516467657e-01 -2.369491990898772826e+00 -2.048920699308538929e+00
-2.903804420323947699e-01 -7.174213207175948737e-03 1.106898659150428593e-01 -2.419639784805287519e+00 -2.102183410807267450e+00
-2.982535350909197858e-01 -8.122404647765323754e-03 1.204743087473839624e-01 -2.460938229540055033e+00 -2.147184655643208373e+00
-3.040904057544528971e-01 -8.943895428257280650e-03 1.282655919975409231e-01 -2.483508836160158495e+00 -2.172511682418186041e+00
-3.102104828960602356e-01 -9.793175711883584517e-03 1.336533655338154603e-01 -2.499616034327434733e+00 -2.192934190908058412e+00
-3.173519496559613629e-01 -1.079292085351493680e-02 1.406715125354365548e-01 -2.533946654698031153e+00 -2.238047159683645759e+00
-3.251463782392565172e-01 -1.196848153630733491e-02 1.502709313499602795e-01 -2.556588004077553933e+00 -2.266656912377435162e+00
