-2.243946815364346037e-01 -1.874717044241016595e-01
-2.243946815364346037e-01 -1.874717044241016595e-01
-2.243985202010936320e-01 -1.874744241601984385e-01
-2.268465388239206959e-01 -1.888573382363070152e-01
-2.406769967450372860e-01 -2.008089855842918325e-01
-2.595539080071311844e-01 -2.165598173946090554e-01
-2.800960825853344716e-01 -2.336830555853524061e-01
-3.003920775158572809e-01 -2.505563335619225285e-01
-3.205848576296617125e-01 -2.673706319225601646e-01
-3.406763240755523725e-01 -2.841619864834008524e-01
-3.606569788192928172e-01 -3.009572849482893275e-01
-3.805170967411140026e-01 -3.177849806037738034e-01
-4.002463683420014462e-01 -3.346750109444300847e-01
-4.198337871897468432e-01 -3.516589185199574530e-01
-4.392675795731175725e-01 -3.687700238254425500e-01
-4.585351328552178529e-01 -3.860436166625227372e-01
-4.776229229784032526e-01 -4.035171677771636212e-01
-4.965164425254400271e-01 -4.212305632476045503e-01
-5.152001311094682734e-01 -4.392263643676308504e-01
-5.336573104884188012e-01 -4.575500961853542492e-01
-5.518701276198481054e-01 -4.762505683287674429e-01
-5.698195099425937826e-01 -4.953802322729057295e-01
-5.874851385645527557e-01 -5.149955797729273144e-01
-6.048454468469515177e-01 -5.351575877881629140e-01
-6.218776542264201623e-01 -5.559322158237591793e-01
-6.385578481664317962e-01 -5.773909621663584346e-01
-6.548611310813150510e-01 -5.996114858980430284e-01
-6.707618541899798004e-01 -6.226783016940089510e-01
-6.862339668581718399e-01 -6.466835540122115589e-01
-7.012515184837013749e-01 -6.717278760076244026e-01
-7.157893608549752429e-01 -6.979213357934419548e-01
-7.298241127319151644e-01 -7.253844676806959768e-01
-7.433354657562372125e-01 -7.542493774812104590e-01
-7.563079322312997732e-01 -7.846608969601387429e-01
-7.687331610894947431e-01 -8.167777402937748121e-01
-7.806129780923445338e-01 -8.507735809341490096e-01
-7.919633381942450256e-01 -8.868379150380629738e-01
-8.028194075911603278e-01 -9.251765001696590218e-01
-8.132420110595255380e-01 -9.660110461880417887e-01
-8.233256695852215756e-01 -1.009577679400532446e+00
-8.332083843855073724e-01 -1.056123494556837628e+00
-8.430831492190673515e-01 -1.105900256770267376e+00
-8.532108261195396892e-01 -1.159154049322410174e+00
-8.671354059742757414e-01 -1.220418587945031774e+00
-9.426551025562552866e-01 -1.308819457324144508e+00
-1.010142174854461672e+00 -1.395889150543364821e+00
-1.080262743145716797e+00 -1.489607252104043766e+00
-1.170786937729346278e+00 -1.581251426992171361e+00
-1.257807214603481327e+00 -1.669624290153290502e+00
-1.340094916076763454e+00 -1.747452146151786678e+00
-1.427870961377809778e+00 -1.820860073986510841e+00
-1.516846451388699890e+00 -1.887526759482963001e+00
-1.607656819255542047e+00 -1.948472408927768740e+00
-1.704662187003089358e+00 -2.003009690855726888e+00
-1.796297562422138228e+00 -2.051208282459510812e+00
-1.891144499298663462e+00 -2.094703720906011313e+00
-1.984436316968572811e+00 -2.136462429381911221e+00
-2.076654777721646639e+00 -2.176135995552849423e+00
-2.161563257347465239e+00 -2.206114575703905345e+00
-2.239714211682434453e+00 -2.231914115096584439e+00
-2.309902383139109006e+00 -2.257569488625881249e+00
-2.369018795300178226e+00 -2.280805226446666722e+00
-2.418429838951839272e+00 -2.301468946420827777e+00
-2.459682824975384818e+00 -2.319854292817103314e+00
-2.494121066191970826e+00 -2.336236758173967587e+00
-2.522879552350147492e+00 -2.350837021324018394e+00
-2.546906702870424866e+00 -2.363851324529939291e+00
-2.566992828622105094e+00 -2.375451610254287971e+00
-2.583795114265603488e+00 -2.385789642399247512e+00
-2.597859595065081351e+00 -2.395000154328274178e+00
-2.609639941559162679e+00 -2.403203233197070077e+00
-2.619513246330260614e+00 -2.410506185581574812e+00
-2.627793165518170326e+00 -2.417005046136079471e+00
-2.634740802457285369e+00 -2.422785833540372025e+00
-2.640573699369413774e+00 -2.427925621320763838e+00
-2.645473259975828384e+00 -2.432493467916740926e+00
-2.649590877899486330e+00 -2.436551235672613558e+00
-2.653053000291208718e+00 -2.440154319104761882e+00
-2.655965316099168305e+00 -2.443352296836975412e+00
-2.658416224463724831e+00 -2.446189517757698439e+00
-2.660479710528797170e+00 -2.448705629448483023e+00
-2.662217732812218074e+00 -2.450936055271137448e+00
-2.663682207383295975e+00 -2.452912425371955862e+00
-2.664916658715668518e+00 -2.454662966071300190e+00
-2.665957594570684819e+00 -2.456212851532518116e+00
-2.666835652078956898e+00 -2.457584521168961089e+00
-2.667576553880728341e+00 -2.458797965902755678e+00
-2.668201906398801171e+00 -2.459870986103522839e+00
-2.668737865995916891e+00 -2.460829938978358555e+00
-2.669238841377140403e+00 -2.461745465273288858e+00
-2.669738290486897370e+00 -2.462662576069988063e+00
-2.670224313717488585e+00 -2.463563007856512499e+00
-2.670696972177497130e+00 -2.464445643670872599e+00
-2.671157322783999533e+00 -2.465311065012171454e+00
-2.671605872308228768e+00 -2.466159217819424043e+00
-2.672042919835936559e+00 -2.466989897562088530e+00
-2.672469706767882869e+00 -2.467804320721455724e+00
-2.672886704702975180e+00 -2.468602718724431710e+00
-2.673294069037668308e+00 -2.469385049795235432e+00
-2.673692669031975555e+00 -2.470152364229580400e+00
-2.674083077667830821e+00 -2.470905121493277790e+00
-2.674465341374911986e+00 -2.471643328573907894e+00
-2.674840027208139404e+00 -2.472367850016969015e+00
-2.675207589651128259e+00 -2.473079024189773989e+00
-2.675568000580394568e+00 -2.473776854719151430e+00
-2.679447628438559548e+00 -2.479670024060585121e+00
