0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.249409291437885372e+00 -1.400437364335921586e+00
6.076551943824891752e-06 3.036112067334531550e-05 -9.224546342215927093e-15 -3.036112067566313815e-07 6.076551943824892281e-08 -1.249414430137665732e+00 -1.400442416803706180e+00
1.215311155922803890e-05 6.072228024144984341e-05 -1.475928356218959637e-13 -1.214445215974154361e-06 2.430621544687781944e-07 -1.249429846276623124e+00 -1.400457574221491086e+00
1.822969418843009519e-05 9.108355651700056875e-05 -7.471897363886065306e-13 -2.732503583674745245e-06 5.468902119453594633e-07 -1.249455539980164787e+00 -1.400482836639042716e+00
2.430631517085392725e-05 1.214450272988545291e-04 -2.361493653055698841e-12 -4.857789421995918418e-06 9.722503055381996876e-07 -1.249491511466050753e+00 -1.400518204147910950e+00
3.038298984127236449e-05 1.518067703629224499e-04 -5.765382642163486496e-12 -7.590307398822430804e-06 1.519143355659462825e-06 -1.249537761044354767e+00 -1.400563676881386499e+00
3.645973352795565925e-05 1.821688634530510239e-04 -1.195514334951227303e-11 -1.093006373723570283e-05 2.187570589351743097e-06 -1.249594289117400336e+00 -1.400619255014440512e+00
4.253656155081856835e-05 2.125313842719032400e-04 -2.214848276626157650e-11 -1.487706621478073894e-05 2.977533540139485135e-06 -1.249661096179679021e+00 -1.400684938763639309e+00
4.861348921956689252e-05 2.428944104718360820e-04 -3.778454280148527677e-11 -1.943132416255048838e-05 3.889034047843339778e-06 -1.249738182817758059e+00 -1.400760728387052012e+00
5.469053183184342294e-05 2.732580196457752054e-04 -6.052391766806550130e-11 -2.459284846408759748e-05 4.922074258357443102e-06 -1.249825549710170236e+00 -1.400846624184129752e+00
6.076770467137314238e-05 3.036222893180857930e-04 -9.224867407820084251e-11 -3.036165155410348922e-05 6.076656623389608552e-06 -1.249923197627278881e+00 -1.400942626495574217e+00
6.684502300610754540e-05 3.339872969354392893e-04 -1.350623742441967034e-10 -3.673774741701466993e-05 7.352783900164415633e-06 -1.250031127431128652e+00 -1.401048735703184889e+00
7.292250208636799635e-05 3.643531198576752572e-04 -1.912901016795972379e-10 -4.372115158529618536e-05 8.750459151089171457e-06 -1.250149340075278559e+00 -1.401164952229688510e+00
7.900015714298804382e-05 3.947198353486577860e-04 -2.634784897951098423e-10 -5.131188113765215822e-05 1.026968574338273159e-05 -1.250277836604624326e+00 -1.401291276538547237e+00
8.507800338545446113e-05 4.250875205671258007e-04 -3.543957532831630616e-10 -5.950995469700321084e-05 1.191046734866715731e-05 -1.250416618155185233e+00 -1.401427709133763244e+00
9.115605600004705357e-05 4.554562525575371374e-04 -4.670317222843289510e-10 -6.831539242829073552e-05 1.367280794252217294e-05 -1.250565685953894501e+00 -1.401574250559637136e+00
9.723433014797698841e-05 4.858261082409051916e-04 -6.045978793282299023e-10 -7.772821603609780935e-05 1.555671180400241288e-05 -1.250725041318357711e+00 -1.401730901400537022e+00
1.033128409635235663e-04 5.161971644056281405e-04 -7.705273990409370442e-10 -8.774844876208665533e-05 1.756218351511741802e-05 -1.250894685656597005e+00 -1.401897662280632062e+00
1.093916035521694073e-04 5.465694976983097612e-04 -9.684751906102560399e-10 -9.837611538225243953e-05 1.968922796027434898e-05 -1.251074620466777532e+00 -1.402074533863618910e+00
1.154706329887338474e-04 5.769431846145713604e-04 -1.202317942999680500e-09 -1.096112422039933164e-04 2.193785032568338085e-05 -1.251264847336919672e+00 -1.402261516852412626e+00
1.215499443155044113e-04 6.073183014898549201e-04 -1.476154172901178297e-09 -1.214538570629963968e-04 2.430805609872576411e-05 -1.251465367944586404e+00 -1.402458611988844694e+00
1.276295525403663600e-04 6.376949244902153490e-04 -1.794304275416361377e-09 -1.339039893199396591e-04 2.679985106728447210e-05 -1.251676184056556451e+00 -1.402665820053321966e+00
1.337094726349301657e-04 6.680731296031033536e-04 -2.161310577454969934e-09 -1.469616698570093297e-04 2.941324131903743668e-05 -1.251897297528486774e+00 -1.402883141864471384e+00
1.397897195326566278e-04 6.984529926281366017e-04 -2.581937393838984136e-09 -1.606269310742328258e-04 3.214823324071330787e-05 -1.252128710304532433e+00 -1.403110578278774057e+00
1.458703081269799155e-04 7.288345891678592835e-04 -3.061171086100057014e-09 -1.748998068856267348e-04 3.500483351730967628e-05 -1.252370424416987760e+00 -1.403348130190178011e+00
1.519512532694279410e-04 7.592179946184903980e-04 -3.604220123957337832e-09 -1.897803327151598011e-04 3.798304913127375512e-05 -1.252622441985867141e+00 -1.403595798529686078e+00
1.580325697677404013e-04 7.896032841606583780e-04 -4.216515149462135669e-09 -2.052685454925306087e-04 4.108288736164543691e-05 -1.252884765218500007e+00 -1.403853584264929566e+00
1.641142723839840824e-04 8.199905327501231384e-04 -4.903709043795243286e-09 -2.213644836487596763e-04 4.430435578316268446e-05 -1.253157396409093849e+00 -1.404121488399727724e+00
1.701963758326653718e-04 8.503798151084844634e-04 -5.671676996702119279e-09 -2.380681871115957740e-04 4.764746226532917792e-05 -1.253440337938275917e+00 -1.404399511973629444e+00
1.762788947788400873e-04 8.807712057138758661e-04 -6.526516578550499550e-09 -2.553796973007360009e-04 5.111221497144423169e-05 -1.253733592272620712e+00 -1.404687656061426537e+00
1.823618438362201893e-04 9.111647787916441355e-04 -7.474547814994369679e-09 -2.732990571228595704e-04 5.469862235759483202e-05 -1.254037161964166813e+00 -1.404985921772652802e+00
1.884452375652775652e-04 9.415606083050129466e-04 -8.522313264227605707e-09 -2.918263109664748678e-04 5.840669317160980875e-05 -1.254351049649898187e+00 -1.405294310251068879e+00
1.945290904713445617e-04 9.719587679457316167e-04 -9.676578096809963813e-09 -3.109615046965795112e-04 6.223643645197603300e-05 -1.254675258051225484e+00 -1.405612822674132900e+00
2.006134170027112907e-04 1.002359331124706623e-03 -1.094433017804744013e-08 -3.307046856491329800e-04 6.618786152671659315e-05 -1.255009789973435375e+00 -1.405941460252435604e+00
2.066982315487196024e-04 1.032762370962617398e-03 -1.233278015290841060e-08 -3.510559026253417311e-04 7.026097801223090181e-05 -1.255354648305125664e+00 -1.406280224229128351e+00
2.127835484378536154e-04 1.063167960280513588e-03 -1.384936153345630908e-08 -3.720152058857562603e-04 7.445579581209663209e-05 -1.255709836017622649e+00 -1.406629115879340475e+00
2.188693819358265879e-04 1.093576171590395722e-03 -1.550173078877894658e-08 -3.935826471441796750e-04 7.877232511583343575e-05 -1.256075356164380707e+00 -1.406988136509557563e+00
2.249557462436643188e-04 1.123987077085776901e-03 -1.729776743739395930e-08 -4.157582795613876700e-04 8.321057639762834157e-05 -1.256451211880360574e+00 -1.407357287457003281e+00
2.310426554957845926e-04 1.154400748632226177e-03 -1.924557414210920137e-08 -4.385421577386594723e-04 8.777056041502282716e-05 -1.256837406381386302e+00 -1.407736570088978567e+00
2.371301237580729371e-04 1.184817257757892189e-03 -2.135347680731625947e-08 -4.619343377111192138e-04 9.245228820756140164e-05 -1.257233942963495110e+00 -1.408125985802207936e+00
2.432181650259544509e-04 1.215236675644007719e-03 -2.363002467869460685e-08 -4.859348769408874599e-04 9.725577109540167200e-05 -1.257640825002248164e+00 -1.408525536022146696e+00
2.493067932224614846e-04 1.245659073115373654e-03 -2.608399044530327669e-08 -5.105438343100426228e-04 1.021810206778858254e-04 -1.258058055952041343e+00 -1.408935222202277515e+00
2.553960221962972826e-04 1.276084520630822771e-03 -2.872437034403626709e-08 -5.357612701133913392e-04 1.072280488320734190e-04 -1.258485639345391149e+00 -1.409355045823396324e+00
2.614858657198955048e-04 1.306513088273661850e-03 -3.156038426641720940e-08 -5.615872460510483530e-04 1.123968677112353420e-04 -1.258923578792192188e+00 -1.409785008392855588e+00
2.675763374874752499e-04 1.336944845742092745e-03 -3.460147586770824310e-08 -5.880218252208243863e-04 1.176874897433090441e-04 -1.259371877978967547e+00 -1.410225111443818236e+00
2.736674511130919845e-04 1.367379862339611774e-03 -3.785731267830724620e-08 -6.150650721104223770e-04 1.230999276293147197e-04 -1.259830540668094301e+00 -1.410675356534465408e+00
2.797592201286837029e-04 1.397818206965386126e-03 -4.133778621740705380e-08 -6.427170525894408378e-04 1.286341943417324875e-04 -1.260299570697011262e+00 -1.411135745247211304e+00
2.858516579821128033e-04 1.428259948104607709e-03 -4.505301210888953671e-08 -6.709778339011854189e-04 1.342903031228404574e-04 -1.260778971977401852e+00 -1.411606279187878954e+00
2.919447780352032486e-04 1.458705153818824242e-03 -4.901333019942671049e-08 -6.998474846542858570e-04 1.400682674830136315e-04 -1.261268748494362768e+00 -1.412086959984861778e+00
2.980385935617728475e-04 1.489153891736245830e-03 -5.322930467876047273e-08 -7.293260748141202612e-04 1.459681011989833930e-04 -1.261768904305558436e+00 -1.412577789288270935e+00
3.041331177456611454e-04 1.519606229042028567e-03 -5.771172420213182541e-08 -7.594136756940446766e-04 1.519898183120577345e-04 -1.262279443540336388e+00 -1.413078768769064908e+00
3.102283636787521101e-04 1.550062232468532976e-03 -6.247160201482971124e-08 -7.901103599464277078e-04 1.581334331263018584e-04 -1.262800370398849736e+00 -1.413589900118143561e+00
3.163243443589920482e-04 1.580521968285558384e-03 -6.752017607882903020e-08 -8.214162015534904205e-04 1.643989602066793119e-04 -1.263331689151129922e+00 -1.414111185045452856e+00
3.224210726884024791e-04 1.610985502290551057e-03 -7.286890920148657564e-08 -8.533312758179504350e-04 1.707864143771532512e-04 -1.263873404136163003e+00 -1.414642625279036281e+00
3.285185614710880216e-04 1.641452899798788272e-03 -7.852948916626305330e-08 -8.858556593534692384e-04 1.772958107187481589e-04 -1.264425519760941086e+00 -1.415184222564096927e+00
3.346168234112389690e-04 1.671924225633535490e-03 -8.451382886543861225e-08 -9.189894300749037971e-04 1.839271645675714191e-04 -1.264988040499478217e+00 -1.415735978662016947e+00
3.407158711111287668e-04 1.702399544116177301e-03 -9.083406643478855563e-08 -9.527326671883597610e-04 1.906804915127951019e-04 -1.265560970891822734e+00 -1.416297895349369895e+00
3.468157170691062879e-04 1.732878919056322778e-03 -9.750256539018534991e-08 -9.870854511810477766e-04 1.975558073945974432e-04 -1.266144315543051846e+00 -1.416869974416918865e+00
3.529163736775826313e-04 1.763362413741882857e-03 -1.045319147660921249e-07 -1.022047863810940848e-03 2.045531283020643443e-04 -1.266738079122223581e+00 -1.417452217668582648e+00
3.590178532210127173e-04 1.793850090929121482e-03 -1.119349292559123802e-07 -1.057619988096233834e-03 2.116724705710502951e-04 -1.267342266361328740e+00 -1.418044626920380580e+00
3.651201678738711363e-04 1.824342012832678344e-03 -1.197246493541597936e-07 -1.093801908304602036e-03 2.189138507819991277e-04 -1.267956882054217971e+00 -1.418647203999377382e+00
3.712233296986229016e-04 1.854838241115564727e-03 -1.279143415004112985e-07 -1.130593709942261061e-03 2.262772857577240583e-04 -1.268581931055496881e+00 -1.419259950742588927e+00
3.773273506436881854e-04 1.885338836879130739e-03 -1.365174982250058692e-07 -1.167995479742825774e-03 2.337627925611471800e-04 -1.269217418279414034e+00 -1.419882868995877345e+00
3.834322425414018500e-04 1.915843860653004349e-03 -1.455478382964507802e-07 -1.206007305655968026e-03 2.413703884929980809e-04 -1.269863348698724081e+00 -1.420515960612828366e+00
