-9.686652029143871800e-04 -1.122699867824034211e-08 1.755536783515554742e-05 -1.900687989859761728e-04 -2.191994156195420373e-04
-9.686652029143871800e-04 -1.122699867824034211e-08 1.755536783515554742e-05 -1.900687989859761728e-04 -2.191994156195420373e-04
-9.732779243820099957e-04 -1.128452270973120735e-08 1.759679007664594121e-05 -1.905147396463746645e-04 -2.196430482310773868e-04
-9.732779243820099957e-04 -1.128452270973120735e-08 1.759679007664594121e-05 -1.905147396463746645e-04 -2.196430482310773868e-04
-9.778807348684304124e-04 -1.134116114939704789e-08 1.763745426914155374e-05 -1.909525713443827044e-04 -2.200786578541169547e-04
-9.778807348684304124e-04 -1.134116114939704789e-08 1.763745426914155374e-05 -1.909525713443827044e-04 -2.200786578541169547e-04
9.369402577682484079e-04 2.237883223044152456e-08 5.249257697322535962e-05 -5.191601259930678225e-04 -6.085588794579877003e-04
9.369402577682484079e-04 2.237883223044152456e-08 5.249257697322535962e-05 -5.191601259930678225e-04 -6.085588794579877003e-04
6.324110636678620390e-03 -6.494319874159687424e-07 9.591704992463564344e-05 -1.017452509209704203e-03 -1.107850503140994647e-03
6.324110636678620390e-03 -6.494319874159687424e-07 9.591704992463564344e-05 -1.017452509209704203e-03 -1.107850503140994647e-03
1.371778916861920994e-02 8.637587567413538853e-06 1.524184750548106563e-03 -1.479119890471736198e-02 -1.474569251173463158e-02
1.371778916861920994e-02 8.637587567413538853e-06 1.524184750548106563e-03 -1.479119890471736198e-02 -1.474569251173463158e-02
2.132157483167768097e-02 2.295574393158442529e-05 3.634887890624667606e-03 -3.475024355561728839e-02 -3.440657046028938737e-02
2.132157483167768097e-02 2.295574393158442529e-05 3.634887890624667606e-03 -3.475024355561728839e-02 -3.440657046028938737e-02
2.900274438292418933e-02 5.339906400089538489e-05 5.994752845396719536e-03 -5.504692877113370741e-02 -5.412715513897659037e-02
2.900274438292418933e-02 5.339906400089538489e-05 5.994752845396719536e-03 -5.504692877113370741e-02 -5.412715513897659037e-02
3.676865305389950822e-02 1.029617910379106768e-04 8.616903623458059894e-03 -5.504692877113370741e-02 -5.412715513897659037e-02
3.676865305389950822e-02 1.029617910379106768e-04 8.616903623458059894e-03 -7.561495705165555137e-02 -7.380574742846768288e-02
