%time,field.data
1472519373973067998,0.0
1472519373973098993,0.0
1472519373973129034,0.0
1472519373973159074,0.0
1472519373973190069,0.0
1472519373973220109,0.0
1472519373973251104,0.0
1472519373973280906,0.0
1472519373973311901,0.0
1472519373973342895,0.0
1472519373973373889,0.0
1472519373973404884,0.0
1472519373973434925,0.0
1472519373973527908,0.0
1472519373973568916,0.0
1472519373973601102,0.0
1472519373973632097,0.0
1472519373973663091,0.0
1472519373973692893,0.0
1472519373973723888,0.0
1472519373973753929,0.0
1472519373973784923,0.0
1472519373973815917,0.0
1472519373973849058,0.0
1472519373973890066,0.0
1472519373973920106,0.0
1472519373973949909,0.0
1472519373973978996,0.0
1472519373974008083,0.0
1472519373974035978,0.0
1472519373974065065,0.0
1472519373974092960,0.0
1472519373974121093,0.0
1472519373974149942,0.0
1472519373974178075,0.0
1472519373974205970,0.0
1472519373974235057,0.0
1472519373974263906,0.0
1472519373974292039,0.0
1472519373974320888,0.0
1472519373974349021,0.0
1472519373974376916,0.0
1472519373974416017,0.0
1472519373974446058,0.0
1472519373974544048,0.0
1472519373974592924,0.0
1472519373974630117,0.0
1472519373974663019,0.0
1472519373974714040,0.0
1472519373974751949,0.0
1472519373974785089,0.0
1472519373974817037,0.0
1472519373974848985,0.0
1472519373974881887,0.0
1472519373974914073,0.0
1472519373974946022,0.0
1472519373974977970,0.0
1472519373975011110,0.0
1472519373975061893,0.0
1472519373975092887,0.0
1472519373975123882,0.0
1472519373975153923,0.0
1472519373975183963,0.0
1472519373975223064,0.0
1472519373975253105,0.0
1472519373975281953,0.0
1472519373975311040,0.0
1472519373975339889,0.0
1472519373975368976,0.0
1472519373975399017,0.0
1472519373975449085,0.0
1472519373975541114,0.0
1472519373975603103,0.0
1472519373975635051,0.0
1472519373975666046,0.0
1472519373975697994,0.0
1472519373975733041,0.0
1472519373975776910,0.0
1472519373975809097,0.0
1472519373975841045,0.0
1472519373975882053,0.0
1472519373975912094,0.0
1472519373975951910,0.0
1472519373975992918,0.0
1472519373976022958,0.0
1472519373976052999,0.0
1472519373976094961,0.0
1472519373976150989,0.0
1472519373976216077,0.0
1472519373976253032,0.0
1472519373976305007,0.0
1472519373976371049,0.0
1472519373976413011,0.0
1472519373976475954,0.0
1472519373976635932,0.0
1472519373976713895,0.0
1472519373976774930,0.0
1472519373976830005,0.0
1472519373976886034,0.0
1472519373976941108,0.0
1472519373976996898,0.0
1472519373977065086,0.0
1472519373977124929,0.0
1472519373977183103,0.0
1472519373977241039,0.0
1472519373977297067,0.0
1472519373977356910,0.0
1472519373977415084,0.0
1472519373977478981,0.0
1472519373977736949,0.615032017231
1472519373977796077,0.615032017231
1472519373977840900,0.615032017231
1472519373977883100,0.615032017231
1472519373977924108,0.615032017231
1472519373977969884,0.615032017231
1472519373978014945,0.615032017231
1472519373978056907,0.615032017231
1472519373978097915,0.615032017231
1472519373978140115,0.615032017231
1472519373978180885,0.615032017231
1472519373978221893,0.615032017231
1472519373978261947,0.615032017231
1472519373978302955,0.615032017231
1472519373978343009,0.615032017231
1472519373978384971,0.615032017231
1472519373978476047,0.615032017231
1472519373978611946,0.615032017231
1472519373978662014,0.615032017231
1472519373978749036,0.615032017231
1472519373978794097,0.615032017231
1472519373978832006,0.615032017231
1472519373978868961,0.615032017231
1472519373978907108,0.615032017231
1472519373978944063,0.615032017231
1472519373978980064,0.615032017231
1472519373979017019,0.615032017231
1472519373979053974,0.615032017231
1472519373979090929,0.615032017231
1472519373979139089,0.615032017231
1472519373979173898,0.615032017231
1472519373979207992,0.615032017231
1472519373979242086,0.615032017231
1472519373979276895,0.615032017231
1472519373979310989,0.615032017231
1472519373979345083,0.615032017231
1472519373979379892,0.615032017231
1472519373979427099,0.615032017231
1472519373979521989,0.615032017231
1472519373979585886,0.615032017231
1472519373979635953,0.615032017231
1472519373979671001,0.615032017231
1472519373979789018,0.615032017231
1472519373979825019,0.615032017231
1472519373979860067,0.615032017231
1472519373979895114,0.615032017231
1472519373979928970,0.615032017231
1472519373979968070,0.615032017231
1472519373980005025,0.615032017231
1472519373980043888,0.615032017231
1472519373980099916,0.615032017231
1472519373980139017,0.615032017231
1472519373980209112,0.615032017231
1472519373980257034,0.615032017231
1472519373980290889,0.615032017231
1472519373980324983,0.615032017231
1472519373980359077,0.615032017231
1472519373980392932,0.615032017231
1472519373980439901,0.615032017231
1472519373980549097,0.615032017231
1472519373980634927,0.615032017231
1472519373980674982,0.615032017231
1472519373980725049,0.615032017231
1472519373980833053,0.615032017231
1472519373980873107,0.615032017231
1472519373980910062,0.615032017231
1472519373980948925,0.615032017231
1472519373980986118,0.615032017231
1472519373981023073,0.615032017231
1472519373981059074,0.615032017231
1472519373981095075,0.615032017231
1472519373981131076,0.615032017231
1472519373981192111,0.615032017231
1472519373981228113,0.615032017231
1472519373981265068,0.615032017231
1472519373981300115,0.615032017231
1472519373981336116,0.615032017231
1472519373981373071,0.615032017231
1472519373981409072,0.615032017231
1472519373981544017,0.615032017231
1472519373981622934,0.615032017231
1472519373981661081,0.615032017231
1472519373981697082,0.615032017231
1472519373981734991,0.615032017231
1472519373981771945,0.615032017231
1472519373981807947,0.615032017231
1472519373981843948,0.615032017231
1472519373981879949,0.615032017231
1472519373981915950,0.615032017231
1472519373981951951,0.615032017231
1472519373981987953,0.615032017231
1472519373982023954,0.615032017231
1472519373982059955,0.615032017231
1472519373982135057,0.615032017231
1472519373982194900,0.615032017231
1472519373982247114,0.615032017231
1472519373982287883,0.615032017231
1472519373982327938,0.615032017231
1472519373982368946,0.615032017231
1472519373982409000,0.615032017231
1472519373982512950,0.615032017231
1472519373982559919,0.615032017231
1472519373982600927,0.615032017231
1472519373982640981,0.615032017231
1472519373982686996,0.615032017231
1472519373982760906,0.615032017231
1472519373982794046,0.615032017231
1472519373982825994,0.615032017231
1472519373982858896,0.615032017231
1472519373982892036,0.615032017231
1472519373982923984,0.615032017231
1472519373982956886,0.615032017231
1472519373982989072,0.615032017231
1472519373983021020,0.615032017231
1472519373983053922,0.615032017231
1472519373983087062,0.615032017231
1472519373983134031,0.615032017231
1472519373983174085,0.615032017231
1472519373983206987,0.615032017231
1472519373983238935,0.615032017231
1472519373983272075,0.615032017231
1472519373983304977,0.615032017231
1472519373983336925,0.615032017231
1472519373983380079,0.615032017231
1472519373983433008,0.615032017231
1472519373983519077,0.615032017231
1472519373983558893,0.615032017231
1472519373983592987,0.615032017231
1472519373983628034,0.615032017231
1472519373983661890,0.615032017231
1472519373983695983,0.615032017231
1472519373983732938,0.615032017231
1472519373983769893,0.615032017231
1472519373983803987,0.615032017231
1472519373983836889,0.615032017231
1472519373983870983,0.615032017231
1472519373983903884,0.615032017231
1472519373983947038,0.615032017231
1472519373983998060,0.615032017231
1472519373984029054,0.615032017231
1472519373984061002,0.615032017231
1472519373984091997,0.615032017231
1472519373984122991,0.615032017231
1472519373984154939,0.615032017231
1472519373984185934,0.615032017231
1472519373984216928,0.615032017231
1472519373984260082,0.615032017231
1472519373984293937,0.615032017231
1472519373984328031,0.615032017231
1472519373984360933,0.615032017231
1472519373984453916,0.615032017231
1472519373984497070,0.615032017231
1472519373984540939,0.615032017231
1472519373984572887,0.615032017231
1472519373984605073,0.615032017231
1472519373984637022,0.615032017231
1472519373984668016,0.615032017231
1472519373984699964,0.615032017231
1472519373984730958,0.615032017231
1472519373984764099,0.615032017231
1472519373984797954,0.615032017231
1472519373984829902,0.615032017231
1472519373984870910,0.615032017231
1472519373984901905,0.615032017231
1472519373984931945,0.615032017231
1472519373984961986,0.615032017231
1472519373985003948,0.615032017231
1472519373985037088,0.615032017231
1472519373985068082,0.615032017231
1472519373985099077,0.615032017231
1472519373985135078,0.615032017231
1472519373985167026,0.615032017231
1472519373985198020,0.615032017231
1472519373985229969,0.615032017231
1472519373985260963,0.615032017231
1472519373985292911,0.615032017231
1472519373985336065,0.615032017231
1472519373985369920,0.615032017231
1472519373985466957,0.615032017231
1472519373985515117,0.615032017231
1472519373985558032,0.615032017231
1472519373985600948,0.615032017231
1472519373985650062,0.615032017231
1472519373985718965,0.615032017231
1472519373985759973,0.615032017231
1472519373985797882,0.615032017231
1472519373985842943,0.615032017231
1472519373985878944,0.615032017231
1472519373985929012,0.615032017231
1472519373985970020,0.615032017231
1472519373986011028,0.615032017231
1472519373986063003,0.615032017231
1472519373986118078,0.615032017231
1472519373986159086,0.615032017231
1472519373986200094,0.615032017231
1472519373986241102,0.615032017231
1472519373986282110,0.615032017231
1472519373986323118,0.615032017231
1472519373986366033,0.615032017231
1472519373986510038,0.615032017231
1472519373986569881,0.615032017231
1472519373986639976,0.615032017231
1472519373986747980,0.615032017231
1472519373986839056,0.615032017231
1472519373987025976,0.615060806274
1472519373987086057,0.615060806274
1472519373987138032,0.615060806274
1472519373987190008,0.615060806274
1472519373987242937,0.615060806274
1472519373987298011,0.615060806274
1472519373987369060,0.615060806274
1472519373987519979,0.615060806274
1472519373987591028,0.615060806274
1472519373987659931,0.615060806274
1472519373987739086,0.615060806274
1472519373987798929,0.615060806274
1472519373987860918,0.615060806274
1472519373987921953,0.615060806274
1472519373987979888,0.615060806274
1472519373988039016,0.615060806274
1472519373988095998,0.615060806274
1472519373988153934,0.615060806274
1472519373988212108,0.615060806274
1472519373988270044,0.615060806274
1472519373988329887,0.615060806274
1472519373988490104,0.615060806274
1472519373988568067,0.615060806274
1472519373988640069,0.615060806274
1472519373988693952,0.615060806274
1472519373988750934,0.615060806274
1472519373988804101,0.615060806274
1472519373988877058,0.615060806274
1472519373988924026,0.615060806274
1472519373988970994,0.615060806274
1472519373989017009,0.615060806274
1472519373989063978,0.615060806274
1472519373989109992,0.615060806274
1472519373989156961,0.615060806274
1472519373989203929,0.615060806274
1472519373989249944,0.615060806274
1472519373989295959,0.615060806274
1472519373989343881,0.615060806274
1472519373989442110,0.615060806274
1472519373989495038,0.615060806274
1472519373989542961,0.615060806274
1472519373989589929,0.615060806274
1472519373989636898,0.615060806274
1472519373989684104,0.615060806274
1472519373989731073,0.615060806274
1472519373989787101,0.615060806274
1472519373989831924,0.615060806274
1472519373989876985,0.615060806274
1472519373989922046,0.615060806274
1472519373989967107,0.615060806274
1472519373990011930,0.615060806274
1472519373990057945,0.615060806274
1472519373990103006,0.615060806274
1472519373990155935,0.615060806274
1472519373990201950,0.615060806274
1472519373990257978,0.615060806274
1472519373990304946,0.615060806274
1472519373990362882,0.615060806274
1472519373990470886,0.615060806274
1472519373990523099,0.615060806274
1472519373990571975,0.615060806274
1472519373990619897,0.615060806274
1472519373990674972,0.615060806274
1472519373990746021,0.615060806274
1472519373990798950,0.615060806274
1472519373990848064,0.615060806274
1472519373990896940,0.615060806274
1472519373990945100,0.615060806274
1472519373991003036,0.615060806274
1472519373991050958,0.615060806274
1472519373991096973,0.615060806274
1472519373991142988,0.615060806274
1472519373991189002,0.615060806274
1472519373991245985,0.615060806274
1472519373991292953,0.615060806274
1472519373991341114,0.615060806274
1472519373991488933,0.615060806274
1472519373991564989,0.615060806274
1472519373991626024,0.615060806274
1472519373991683006,0.615060806274
1472519373991740942,0.615060806274
1472519373991797924,0.615060806274
1472519373991856098,0.615060806274
1472519373991928100,0.615060806274
1472519373991981029,0.615060806274
1472519373992033958,0.615060806274
1472519373992086887,0.615060806274
1472519373992139101,0.615060806274
1472519373992191076,0.615060806274
1472519373992258071,0.615060806274
1472519373992315053,0.615060806274
1472519373992482900,0.615060806274
1472519373992604970,0.615060806274
1472519373992655038,0.615060806274
1472519373992702007,0.615060806274
1472519373992748022,0.615060806274
1472519373992794036,0.615060806274
1472519373992855072,0.615060806274
1472519373992906093,0.615060806274
1472519373992973089,0.615060806274
1472519373993041992,0.615060806274
1472519373993109941,0.615060806274
1472519373993170022,0.615060806274
1472519373993221044,0.615060806274
1472519373993287086,0.615060806274
1472519373993343114,0.615060806274
1472519373993400096,0.615060806274
1472519373993455886,0.615060806274
1472519373993511915,0.615060806274
1472519373993568897,0.615060806274
1472519373993635892,0.615060806274
1472519373993778944,0.615060806274
1472519373993863105,0.615060806274
1472519373993921041,0.615060806274
1472519373993978023,0.615060806274
1472519373994039058,0.615060806274
1472519373994116067,0.615060806274
1472519373994189977,0.615060806274
1472519373994263887,0.615060806274
1472519373994349002,0.615060806274
1472519373994508981,0.615060806274
1472519373994574069,0.615060806274
1472519373994627952,0.615060806274
1472519373994682073,0.615060806274
1472519373994776964,0.615060806274
1472519373994843006,0.615060806274
1472519373994905948,0.615060806274
1472519373994970083,0.615060806274
1472519373995032072,0.615060806274
1472519373995101928,0.615060806274
1472519373995157957,0.615060806274
1472519373995214939,0.615060806274
1472519373995269060,0.615060806274
1472519373995340108,0.615060806274
1472519373995461940,0.615060806274
1472519373995548963,0.615060806274
1472519373995646953,0.615060806274
1472519373995750904,0.615060806274
1472519373995810985,0.615060806274
1472519373995856046,0.615060806274
1472519373995901107,0.615060806274
1472519373995944976,0.615060806274
1472519373995989084,0.615060806274
1472519373996048927,0.615060806274
1472519373996104001,0.615060806274
1472519373996144056,0.615060806274
1472519373996187925,0.615060806274
1472519373996228933,0.615060806274
1472519373996284961,0.615060806274
1472519373996335029,0.615060806274
1472519373996505022,0.615060806274
1472519373996578931,0.615060806274
1472519373996628046,0.615060806274
1472519373996676921,0.615060806274
1472519373996728897,0.615060806274
1472519373996822118,0.615060806274
1472519373996936082,0.615060806274
1472519373997076034,0.615060806274
1472519373997132062,0.615060806274
1472519373997183084,0.615060806274
1472519373997241973,0.615060806274
1472519373997288942,0.615060806274
1472519373997340917,0.615060806274
1472519373997392892,0.615060806274
1472519373997452020,0.615060806274
1472519373997515916,0.615060806274
1472519373997566938,0.615060806274
1472519373997617006,0.615060806274
1472519373997662067,0.615060806274
1472519373997709035,0.615060806274
1472519373997754096,0.615060806274
1472519373997802019,0.615060806274
1472519373997858047,0.615060806274
1472519373997908115,0.615060806274
1472519373997972965,0.615060806274
1472519373998080968,0.615060806274
1472519373998126029,0.615060806274
1472519373998171091,0.615060806274
1472519373998222112,0.615060806274
1472519373998260021,0.615060806274
1472519373998312950,0.615060806274
1472519373998368024,0.615060806274
1472519373998508930,0.615060806274
1472519373998553991,0.615060806274
1472519373998593091,0.615060806274
1472519373998631954,0.615060806274
1472519373998670101,0.615060806274
1472519373998753070,0.615060806274
1472519373998852014,0.615060806274
1472519373998891115,0.615060806274
1472519373998929977,0.615060806274
1472519373998969078,0.615060806274
1472519373999006986,0.615060806274
1472519373999044895,0.615060806274
1472519373999083042,0.615060806274
1472519373999120950,0.615060806274
1472519373999160051,0.615060806274
1472519373999197959,0.615060806274
1472519373999268054,0.615060806274
1472519373999399900,0.615060806274
1472519373999452114,0.615060806274
1472519373999495029,0.615060806274
1472519373999536037,0.615060806274
1472519373999587059,0.615060806274
1472519373999625921,0.615060806274
1472519373999664068,0.615060806274
1472519373999701976,0.615060806274
1472519373999741077,0.615060806274
1472519373999778985,0.615060806274
1472519373999816894,0.615060806274
1472519373999855041,0.615060806274
1472519373999892950,0.615060806274
1472519373999933958,0.615060806274
1472519373999973058,0.615060806274
1472519374000010967,0.615060806274
1472519374000050067,0.615060806274
1472519374000088930,0.615060806274
1472519374000127077,0.615060806274
1472519374000164985,0.615060806274
1472519374000202894,0.615060806274
1472519374000241041,0.615060806274
1472519374000293970,0.615060806274
1472519374000335931,0.615060806274
1472519374000392913,0.615060806274
1472519374000438928,0.615060806274
1472519374000550985,0.615060806274
1472519374000597953,0.615060806274
1472519374000642061,0.615060806274
1472519374000686883,0.615060806274
1472519374000730037,0.615060806274
1472519374000772953,0.615060806274
1472519374000816106,0.615060806274
1472519374000859022,0.615060806274
1472519374000900983,0.615060806274
1472519374000943899,0.615060806274
1472519374000986099,0.615060806274
1472519374001030921,0.615060806274
1472519374001075029,0.615060806274
1472519374001117944,0.615060806274
1472519374001161098,0.615060806274
1472519374001203060,0.615060806274
1472519374001245975,0.615060806274
1472519374001288890,0.615060806274
1472519374001415967,0.615060806274
1472519374001461982,0.615060806274
1472519374001502037,0.615060806274
1472519374001539945,0.615060806274
1472519374001579999,0.615060806274
1472519374001617908,0.615060806274
1472519374001656055,0.615060806274
1472519374001709938,0.615060806274
1472519374001760959,0.615060806274
1472519374001799106,0.615060806274
1472519374001837015,0.615060806274
1472519374001876115,0.615060806274
1472519374001916885,0.615060806274
1472519374001960992,0.615060806274
1472519374001998901,0.615060806274
1472519374002037048,0.615060806274
1472519374002075910,0.615060806274
1472519374002114057,0.615060806274
1472519374002151966,0.615060806274
1472519374002192974,0.615060806274
1472519374002232074,0.615060806274
1472519374002269983,0.615060806274
1472519374002389907,0.615060806274
1472519374002441883,0.615060806274
1472519374002496957,0.615060806274
1472519374002535104,0.615060806274
1472519374002573966,0.615060806274
1472519374002613067,0.615060806274
1472519374002651929,0.615060806274
1472519374002701997,0.615060806274
1472519374002758979,0.615060806274
1472519374002810955,0.615060806274
1472519374002850055,0.615060806274
1472519374002887010,0.615060806274
1472519374002926111,0.615060806274
1472519374002963066,0.615060806274
1472519374003000974,0.615060806274
1472519374003040075,0.615060806274
1472519374003077983,0.615060806274
1472519374003114938,0.615060806274
1472519374003155946,0.615060806274
1472519374003194093,0.615060806274
1472519374003232002,0.615060806274
1472519374003283977,0.615060806274
1472519374003396987,0.615060806274
1472519374003448009,0.615060806274
1472519374003492116,0.615060806274
1472519374003535032,0.615060806274
1472519374003587961,0.615060806274
1472519374003628969,0.615060806274
1472519374003669023,0.615060806274
1472519374003706932,0.615060806274
1472519374003746032,0.615060806274
1472519374003783941,0.615060806274
1472519374003823041,0.615060806274
1472519374003878116,0.615060806274
1472519374003935098,0.615060806274
1472519374003974914,0.615060806274
1472519374004014968,0.615060806274
1472519374004067897,0.615060806274
1472519374004112005,0.615060806274
1472519374004163980,0.615060806274
1472519374004216909,0.615060806274
1472519374004261970,0.615060806274
1472519374004304885,0.615060806274
1472519374004455089,0.615060806274
1472519374004513025,0.615060806274
1472519374004558086,0.615060806274
1472519374004602909,0.615060806274
1472519374004651069,0.615060806274
1472519374004694938,0.615060806274
1472519374004738092,0.615060806274
1472519374004782915,0.615060806274
1472519374004827022,0.615060806274
1472519374004869937,0.615060806274
1472519374004914045,0.615060806274
1472519374004966974,0.615060806274
1472519374005009889,0.615060806274
1472519374005053043,0.615060806274
1472519374005096912,0.615060806274
1472519374005140066,0.615060806274
1472519374005182027,0.615060806274
1472519374005224943,0.615060806274
1472519374005269050,0.615060806274
1472519374005314111,0.615060806274
1472519374005429029,0.615060806274
1472519374005484104,0.615060806274
1472519374005531072,0.615060806274
1472519374005575895,0.615060806274
1472519374005619049,0.615060806274
1472519374005664110,0.615060806274
1472519374005707979,0.615060806274
1472519374005752086,0.615060806274
1472519374005795955,0.615060806274
1472519374005846023,0.615060806274
1472519374005904912,0.615060806274
1472519374005965948,0.615060806274
1472519374006001949,0.615060806274
1472519374006037950,0.615060806274
1472519374006072998,0.615060806274
1472519374006108999,0.615060806274
1472519374006145000,0.615060806274
1472519374006181001,0.615060806274
1472519374006217002,0.615060806274
1472519374006253004,0.615060806274
1472519374006297111,0.615060806274
1472519374006412029,0.615060806274
1472519374006485939,0.615060806274
1472519374006537914,0.615060806274
1472519374006587982,0.615060806274
1472519374006647109,0.615060806274
1472519374006712913,0.615060806274
1472519374006776094,0.615060806274
1472519374006824016,0.615060806274
1472519374006870985,0.615060806274
1472519374006963014,0.615089654922
1472519374007019996,0.615089654922
1472519374007075071,0.615089654922
1472519374007129907,0.615089654922
1472519374007188081,0.615089654922
1472519374007242918,0.615089654922
1472519374007297039,0.615089654922
1472519374007400989,0.615089654922
1472519374007456064,0.615089654922
1472519374007510900,0.615089654922
1472519374007565021,0.615089654922
1472519374007618904,0.615089654922
1472519374007672071,0.615089654922
1472519374007725954,0.615089654922
1472519374007778882,0.615089654922
1472519374007836103,0.615089654922
1472519374007890939,0.615089654922
1472519374007945060,0.615089654922
1472519374008002996,0.615089654922
1472519374008049011,0.615089654922
1472519374008095979,0.615089654922
1472519374008142948,0.615089654922
1472519374008189916,0.615089654922
1472519374008236885,0.615089654922
1472519374008295059,0.615089654922
1472519374008384943,0.615089654922
1472519374008457899,0.615089654922
1472519374008506059,0.615089654922
1472519374008553028,0.615089654922
1472519374008600950,0.615089654922
1472519374008647918,0.615089654922
1472519374008694887,0.615089654922
1472519374008742094,0.615089654922
1472519374008789062,0.615089654922
1472519374008838891,0.615089654922
1472519374008887052,0.615089654922
1472519374008934974,0.615089654922
1472519374008981943,0.615089654922
1472519374009027957,0.615089654922
1472519374009074926,0.615089654922
1472519374009121894,0.615089654922
1472519374009169101,0.615089654922
1472519374009215116,0.615089654922
1472519374009273052,0.615089654922
1472519374009445905,0.615089654922
1472519374009520053,0.615089654922
1472519374009584903,0.615089654922
1472519374009634017,0.615089654922
1472519374009680986,0.615089654922
1472519374009727954,0.615089654922
1472519374009774923,0.615089654922
1472519374009833097,0.615089654922
1472519374009890079,0.615089654922
1472519374009937047,0.615089654922
1472519374009985923,0.615089654922
1472519374010034084,0.615089654922
1472519374010094881,0.615089654922
1472519374010150909,0.615089654922
1472519374010221004,0.615089654922
1472519374010307073,0.615089654922
1472519374010454893,0.615089654922
1472519374010550975,0.615089654922
1472519374010626077,0.615089654922
1472519374010679006,0.615089654922
1472519374010785102,0.615089654922
1472519374010845899,0.615089654922
1472519374010915040,0.615089654922
1472519374010979890,0.615089654922
1472519374011034965,0.615089654922
1472519374011089086,0.615089654922
1472519374011141061,0.615089654922
1472519374011198043,0.615089654922
1472519374011269092,0.615089654922
1472519374011332988,0.615089654922
1472519374011449098,0.615089654922
1472519374011512994,0.615089654922
1472519374011596918,0.615089654922
1472519374011647939,0.615089654922
1472519374011698961,0.615089654922
1472519374011751890,0.615089654922
1472519374011807918,0.615089654922
1472519374011862993,0.615089654922
1472519374011917114,0.615089654922
1472519374011995077,0.615089654922
1472519374012057065,0.615089654922
1472519374012106895,0.615089654922
1472519374012172937,0.615089654922
1472519374012228965,0.615089654922
1472519374012304067,0.615089654922
1472519374012382984,0.615089654922
1472519374012496948,0.615089654922
1472519374012562990,0.615089654922
1472519374012628078,0.615089654922
1472519374012691974,0.615089654922
1472519374012741088,0.615089654922
1472519374012792110,0.615089654922
1472519374012842893,0.615089654922
1472519374012892961,0.615089654922
1472519374012943983,0.615089654922
1472519374012995958,0.615089654922
1472519374013072013,0.615089654922
1472519374013120889,0.615089654922
1472519374013175964,0.615089654922
1472519374013226985,0.615089654922
1472519374013295888,0.615089654922
1472519374013448953,0.615089654922
1472519374013525962,0.615089654922
1472519374013603925,0.615089654922
1472519374013652086,0.615089654922
1472519374013712882,0.615089654922
1472519374013771057,0.615089654922
1472519374013818979,0.615089654922
1472519374013865947,0.615089654922
1472519374013912916,0.615089654922
1472519374013959884,0.615089654922
1472519374014007091,0.615089654922
1472519374014054059,0.615089654922
1472519374014112949,0.615089654922
1472519374014172077,0.615089654922
1472519374014219045,0.615089654922
1472519374014277935,0.615089654922
1472519374014436960,0.615089654922
1472519374014492034,0.615089654922
1472519374014544963,0.615089654922
1472519374014642953,0.615089654922
1472519374014736890,0.615089654922
1472519374014791011,0.615089654922
1472519374014842033,0.615089654922
1472519374014892101,0.615089654922
1472519374014941930,0.615089654922
1472519374015049934,0.615089654922
1472519374015108108,0.615089654922
1472519374015158891,0.615089654922
1472519374015213012,0.615089654922
1472519374015264034,0.615089654922
1472519374015314102,0.615089654922
1472519374015372991,0.615089654922
1472519374015458106,0.615089654922
1472519374015511989,0.615089654922
1472519374015563011,0.615089654922
1472519374015613079,0.615089654922
1472519374015662908,0.615089654922
1472519374015712022,0.615089654922
1472519374015769958,0.615089654922
1472519374015825986,0.615089654922
1472519374015876054,0.615089654922
1472519374015925884,0.615089654922
1472519374015975952,0.615089654922
1472519374016025066,0.615089654922
1472519374016074895,0.615089654922
1472519374016124963,0.615089654922
1472519374016175031,0.615089654922
1472519374016223907,0.615089654922
1472519374016274929,0.615089654922
1472519374016328096,0.615089654922
1472519374016416072,0.615089654922
1472519374016469001,0.615089654922
1472519374016520023,0.615089654922
1472519374016571998,0.615089654922
1472519374016623020,0.615089654922
1472519374016673088,0.615089654922
1472519374016722917,0.615089654922
1472519374016772985,0.615089654922
1472519374016822099,0.615089654922
1472519374016871929,0.615089654922
1472519374016923904,0.615089654922
1472519374017000913,0.615089654922
1472519374017052888,0.615089654922
1472519374017103910,0.615089654922
1472519374017153978,0.615089654922
1472519374017203092,0.615089654922
1472519374017252922,0.615089654922
1472519374017302989,0.615089654922
1472519374017405033,0.615089654922
1472519374017469882,0.615089654922
1472519374017513990,0.615089654922
1472519374017554044,0.615089654922
1472519374017594099,0.615089654922
1472519374017632007,0.615089654922
1472519374017669916,0.615089654922
1472519374017759084,0.615089654922
1472519374017796993,0.615089654922
1472519374017834901,0.615089654922
1472519374017873048,0.615089654922
1472519374017910003,0.615089654922
1472519374017946958,0.615089654922
1472519374017985105,0.615089654922
1472519374018022060,0.615089654922
1472519374018059015,0.615089654922
1472519374018095970,0.615089654922
1472519374018134117,0.615089654922
1472519374018172025,0.615089654922
1472519374018208026,0.615089654922
1472519374018245935,0.615089654922
1472519374018282890,0.615089654922
1472519374018321037,0.615089654922
1472519374018434047,0.615089654922
1472519374018484115,0.615089654922
1472519374018558025,0.615089654922
1472519374018603086,0.615089654922
1472519374018651008,0.615089654922
1472519374018723011,0.615089654922
1472519374018768072,0.615089654922
1472519374018821954,0.615089654922
1472519374018867015,0.615089654922
1472519374018920898,0.615089654922
1472519374018973112,0.615089654922
1472519374019011974,0.615089654922
1472519374019064903,0.615089654922
1472519374019118070,0.615089654922
1472519374019156932,0.615089654922
1472519374019196033,0.615089654922
1472519374019248962,0.615089654922
1472519374019290924,0.615089654922
1472519374019336938,0.615089654922
1472519374019484043,0.615089654922
